gvkey	datadate	fyearq	fqtr	fyr	indfmt	consol	popsrc	datafmt	tic	cusip	conm	acctchgq	acctstdq	adrrq	ajexq	ajpq	bsprq	compstq	curcdq	curncdq	currtrq	curuscnq	datacqtr	datafqtr	finalq	ogmq	rp	scfq	srcq	staltq	updq	apdedateq	fdateq	pdateq	rdq	acchgq	acomincq	acoq	actq	altoq	ancq	anoq	aociderglq	aociotherq	aocipenq	aocisecglq	aol2q	aoq	apq	aqaq	aqdq	aqepsq	aqpl1q	aqpq	arcedq	arceepsq	arceq	atq	aul3q	billexceq	capr1q	capr2q	capr3q	capsftq	capsq	ceiexbillq	ceqq	cheq	chq	cibegniq	cicurrq	ciderglq	cimiiq	ciotherq	cipenq	ciq	cisecglq	citotalq	cogsq	csh12q	cshfd12	cshfdq	cshiq	cshopq	cshoq	cshprq	cstkcvq	cstkeq	cstkq	dcomq	dd1q	deracq	deraltq	derhedglq	derlcq	derlltq	diladq	dilavq	dlcq	dlttq	doq	dpacreq	dpactq	dpq	dpretq	drcq	drltq	dteaq	dtedq	dteepsq	dtepq	dvintfq	dvpq	epsf12	epsfi12	epsfiq	epsfxq	epspi12	epspiq	epspxq	epsx12	esopctq	esopnrq	esoprq	esoptq	esubq	fcaq	ffoq	finacoq	finaoq	finchq	findlcq	findltq	finivstq	finlcoq	finltoq	finnpq	finreccq	finrecltq	finrevq	finxintq	finxoprq	gdwlamq	gdwlia12	gdwliaq	gdwlid12	gdwlidq	gdwlieps12	gdwliepsq	gdwlipq	gdwlq	glaq	glcea12	glceaq	glced12	glcedq	glceeps12	glceepsq	glcepq	gldq	glepsq	glivq	glpq	hedgeglq	ibadj12	ibadjq	ibcomq	ibmiiq	ibq	icaptq	intaccq	intanoq	intanq	invfgq	invoq	invrmq	invtq	invwipq	ivaeqq	ivaoq	ivltq	ivstq	lcoq	lctq	lltq	lnoq	lol2q	loq	loxdrq	lqpl1q	lseq	ltmibq	ltq	lul3q	mibnq	mibq	mibtq	miiq	msaq	ncoq	niitq	nimq	niq	nopiq	npatq	npq	nrtxtdq	nrtxtepsq	nrtxtq	obkq	oepf12	oeps12	oepsxq	oiadpq	oibdpq	opepsq	optdrq	optfvgrq	optlifeq	optrfrq	optvolq	piq	pllq	pnc12	pncd12	pncdq	pnceps12	pncepsq	pnciapq	pnciaq	pncidpq	pncidq	pnciepspq	pnciepsq	pncippq	pncipq	pncpd12	pncpdq	pncpeps12	pncpepsq	pncpq	pncq	pncwiapq	pncwiaq	pncwidpq	pncwidq	pncwiepq	pncwiepsq	pncwippq	pncwipq	pnrshoq	ppegtq	ppentq	prcaq	prcd12	prcdq	prce12	prceps12	prcepsq	prcpd12	prcpdq	prcpeps12	prcpepsq	prcpq	prcraq	prshoq	pstknq	pstkq	pstkrq	rcaq	rcdq	rcepsq	rcpq	rdipaq	rdipdq	rdipepsq	rdipq	recdq	rectaq	rectoq	rectq	rectrq	recubq	req	retq	reunaq	revtq	rllq	rra12	rraq	rrd12	rrdq	rreps12	rrepsq	rrpq	rstcheltq	rstcheq	saleq	seqoq	seqq	seta12	setaq	setd12	setdq	seteps12	setepsq	setpq	spce12	spced12	spcedpq	spcedq	spceeps12	spceepsp12	spceepspq	spceepsq	spcep12	spcepd12	spcepq	spceq	spidq	spiepsq	spioaq	spiopq	spiq	sretq	stkcoq	stkcpaq	teqq	tfvaq	tfvceq	tfvlq	tieq	tiiq	tstknq	tstkq	txdbaq	txdbcaq	txdbclq	txdbq	txdiq	txditcq	txpq	txtq	txwq	uacoq	uaoq	uaptq	ucapsq	ucconsq	uceqq	uddq	udmbq	udoltq	udpcoq	udvpq	ugiq	uinvq	ulcoq	uniamiq	unopincq	uopiq	updvpq	upmcstkq	upmpfq	upmpfsq	upmsubpq	upstkcq	upstkq	urectq	uspiq	usubdvpq	usubpcvq	utemq	wcapq	wdaq	wddq	wdepsq	wdpq	xaccq	xidoq	xintq	xiq	xoprq	xopt12	xoptd12	xoptd12p	xoptdq	xoptdqp	xopteps12	xoptepsp12	xoptepsq	xoptepsqp	xoptq	xoptqp	xrdq	xsgaq	acchgy	afudccy	afudciy	amcy	aolochy	apalchy	aqay	aqcy	aqdy	aqepsy	aqpy	arcedy	arceepsy	arcey	capxy	cdvcy	chechy	cibegniy	cicurry	cidergly	cimiiy	ciothery	cipeny	cisecgly	citotaly	ciy	cogsy	cshfdy	cshpry	cstkey	depcy	derhedgly	dilady	dilavy	dlcchy	dltisy	dltry	doy	dpcy	dprety	dpy	dteay	dtedy	dteepsy	dtepy	dvpy	dvy	epsfiy	epsfxy	epspiy	epspxy	esubcy	esuby	exrey	fcay	ffoy	fiaoy	fincfy	finrevy	finxinty	finxopry	fopoxy	fopoy	fopty	fsrcoy	fsrcty	fuseoy	fusety	gdwlamy	gdwliay	gdwlidy	gdwliepsy	gdwlipy	glay	glceay	glcedy	glceepsy	glcepy	gldy	glepsy	glivy	glpy	hedgegly	ibadjy	ibcomy	ibcy	ibmiiy	iby	intpny	invchy	itccy	ivacoy	ivchy	ivncfy	ivstchy	miiy	ncoy	niity	nimy	niy	nopiy	nrtxtdy	nrtxtepsy	nrtxty	oancfy	oepsxy	oiadpy	oibdpy	opepsy	optdry	optfvgry	optlifey	optrfry	optvoly	pdvcy	piy	plly	pncdy	pncepsy	pnciapy	pnciay	pncidpy	pncidy	pnciepspy	pnciepsy	pncippy	pncipy	pncpdy	pncpepsy	pncpy	pncwiapy	pncwiay	pncwidpy	pncwidy	pncwiepsy	pncwiepy	pncwippy	pncwipy	pncy	prcay	prcdy	prcepsy	prcpdy	prcpepsy	prcpy	prstkccy	prstkcy	prstkpcy	rcay	rcdy	rcepsy	rcpy	rdipay	rdipdy	rdipepsy	rdipy	recchy	revty	rray	rrdy	rrepsy	rrpy	saley	scstkcy	setay	setdy	setepsy	setpy	sivy	spcedpy	spcedy	spceepspy	spceepsy	spcepy	spcey	spidy	spiepsy	spioay	spiopy	spiy	sppey	sppivy	spstkcy	srety	sstky	stkcoy	stkcpay	tdcy	tfvcey	tiey	tiiy	tsafcy	txachy	txbcofy	txbcoy	txdcy	txdiy	txpdy	txty	txwy	uaolochy	udfccy	udvpy	ufretsdy	ugiy	uniamiy	unopincy	unwccy	uoisy	updvpy	uptacy	uspiy	ustdncy	usubdvpy	utfdocy	utfoscy	utmey	uwkcapcy	wcapchy	wcapcy	wday	wddy	wdepsy	wdpy	xidocy	xidoy	xinty	xiy	xopry	xoptdqpy	xoptdy	xoptepsqpy	xoptepsy	xoptqpy	xopty	xrdy	xsgay	exchg	cik	costat	fic	cshtrq	dvpspq	dvpsxq	mkvaltq	prccq	prchq	prclq	adjex	add1	add2	add3	add4	addzip	busdesc	city	conml	county	dlrsn	ein	fax	fyrc	ggroup	gind	gsector	gsubind	idbflag	incorp	loc	naics	phone	prican	prirow	priusa	sic	spcindcd	spcseccd	spcsrc	state	stko	weburl	dldte	ipodate
001161	20100331	2010	1	12	INDL	C	D	STD	AMD	007903107	ADVANCED MICRO DEVICES		DS		1.0000	1.0000			USD	USD	1.0000		2010Q1	2010Q1	Y		Q	7	53		3	20100327	20100506	20100415	20100415	0.0000	22.0000	143.0000	3331.0000	380.0000	1901.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1212.0000	1112.0000	616.0000				542.0000					5232.0000	152.0000						6548.0000		796.0000	1936.0000	642.0000	257.0000	-141.0000	1.0000	0.0000	0.0000	0.0000	125.0000	8.0000	125.0000	819.0000	693.2500	726.5000	754.0000	680.0000	0.0000	672.0000	707.0000	0.0100	0.0000	7.0000	0.0000							7.0000	264.0000	157.0000	2601.0000	0.0000		1279.0000	100.0000		149.0000	0.0000						0.0000	1.1700	1.1700	0.3500	0.3500	1.3700	0.3600	0.3600	1.3700	0.0000	0.0000	0.0000	0.0000		-18.0000																								323.0000		219.7000	211.2500	0.2900	0.2800	0.3100	0.3000	325.0000						980.0000	257.0000	257.0000	257.0000	257.0000	3397.0000		81.0000	404.0000	200.0000	0.0000	28.0000	577.0000	349.0000			328.0000	1294.0000	872.0000	1645.0000	2791.0000	0.0000	9.0000	189.0000	189.0000	0.0000	5232.0000	4436.0000	4436.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0000				257.0000	-201.0000							-1.0600	-0.8700	-0.1900	113.0000	213.0000	-0.1900	0.0000	3.2300	3.7100	1.6900	54.9300	257.0000		0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	2068.0000	789.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000					0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	675.0000	675.0000		-5660.0000		-5682.0000	1574.0000											1574.0000	0.0000	796.0000	1128.0000		1.6000		1.6000			-367.7000	-0.5500	0.0600	0.0600	-0.5500	-0.5500	0.0600	0.0600	-367.7000	-0.5500	45.7500	45.7500	0.5200	0.5600	394.0000	394.0000	394.0000		20.0000	20.0000	796.0000	1906.0000		9.0000			8.0000	99.0000						1.0000		0.0000	0.0000																														1686.0000						0.0000	49.0000	0.0000	1361.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	323.0000	542.0000	0.0000				-2.0000			0.0000							48.0000		-1015.0000	257.0000	-141.0000	1.0000	0.0000	0.0000	0.0000	8.0000	125.0000	125.0000	819.0000	754.0000	707.0000	0.0000			7.0000	264.0000		199.0000	25.0000	0.0000	100.0000		100.0000					0.0000	0.0000	0.3500	0.3500	0.3600	0.3600	183.0000		0.0000	-18.0000		0.0000	177.0000				-293.0000	-293.0000												211.2500	0.2800	0.3000	325.0000						257.0000	257.0000	257.0000	257.0000	257.0000		-89.0000		-903.0000	0.0000	-1215.0000	-264.0000	0.0000				257.0000	-201.0000				23.0000	-0.1900	113.0000	213.0000	-0.1900	0.0000	3.2300	3.7100	1.6900	54.9300		257.0000		0.0000	0.0000									0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000						0.0000	0.0000	0.0000	0.0000	-134.0000	1574.0000					1574.0000						0.0000	0.0600	0.0600	0.0600	0.0600	45.7500	45.7500	0.5200	0.5600	394.0000	394.0000	394.0000	0.0000	0.0000			3.0000	20.0000	20.0000						1.0000	0.0000	0.0000	0.0000			0.0000	0.0000																									0.0000	0.0000	49.0000	0.0000	1361.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	323.0000	542.0000	14	0000002488	A	USA	1250188755.0000	0.0000	0.0000	6229.4400	9.2700	9.9000	6.9800	1.0000	2485 Augustine Drive				95054	Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom.	Santa Clara	Advanced Micro Devices Inc			94-1692300		12	4530	453010	45	45301020	B	DE	USA	334413	408 749 4000			01	3674	235	940	C	CA	0	www.amd.com		
001161	20100630	2010	2	12	INDL	C	D	STD	AMD	007903107	ADVANCED MICRO DEVICES		DS		1.0000	1.0000			USD	USD	1.0000		2010Q2	2010Q2	Y		Q	7	53		3	20100626	20100806	20100715	20100715	0.0000	7.0000	107.0000	3313.0000	351.0000	1642.0000	0.0000	-2.0000	0.0000	0.0000	0.0000	688.0000	887.0000	622.0000				993.0000					4955.0000	109.0000						6562.0000		752.0000	1900.0000	1084.0000	-43.0000	0.0000	-2.0000	0.0000	0.0000	0.0000	-58.0000	-13.0000	-58.0000	832.0000	703.7500	737.2500	709.0000	682.0000	0.0000	674.0000	709.0000	0.0100	0.0000	7.0000	0.0000							0.0000	-43.0000	162.0000	2418.0000	0.0000		1333.0000	100.0000		148.0000	0.0000						0.0000	1.6000	1.6000	-0.0600	-0.0600	1.8000	-0.0600	-0.0600	1.8000	0.0000	0.0000	0.0000	0.0000		-9.0000																								323.0000		230.1000	10.4000	0.3000	0.0100	0.3200	0.0100	16.0000						1267.0000	-43.0000	-43.0000	-43.0000	-43.0000	3170.0000		64.0000	387.0000	182.0000	0.0000	35.0000	581.0000	364.0000			149.0000	816.0000	846.0000	1630.0000	2573.0000	0.0000	8.0000	154.0000	154.0000	0.0000	4955.0000	4203.0000	4203.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0000				-43.0000	-118.0000							-0.6400	-0.4500	-0.0700	121.0000	221.0000	-0.0700	0.0000	3.8000	3.7100	1.5800	57.9600	-48.0000		0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	2088.0000	755.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	0.0100	0.0100	4.0000	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	0.0000	725.0000	725.0000		-5718.0000		-5725.0000	1653.0000		4.0000	4.0000	0.0100	0.0100	0.0100	0.0100	4.0000			1653.0000	0.0000	752.0000	1128.0000		1.6000		1.6000			-95.1000	-0.1400	-0.0800	-0.0800	-0.1400	-0.1400	-0.0800	-0.0800	-95.1000	-0.1400	-57.4000	-57.4000	0.0000	0.0000	0.0000	0.0000	4.0000		23.0000	23.0000	752.0000	1790.0000		8.0000			8.0000	99.0000						1.0000		-5.0000	0.0000																														1683.0000						0.0000	55.0000	0.0000	1432.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	371.0000	600.0000	0.0000				37.0000	-63.0000		0.0000							79.0000		-573.0000	214.0000	-141.0000	-1.0000	0.0000	0.0000	0.0000	-5.0000	67.0000	67.0000	1651.0000	732.0000	708.0000	0.0000			0.0000	214.0000		423.0000	240.0000	0.0000	200.0000		200.0000					0.0000	0.0000	0.2900	0.2900	0.3000	0.3000	303.0000		0.0000	-27.0000		11.0000	201.0000				-271.0000	-271.0000												221.6500	0.3000	0.3100	341.0000						214.0000	214.0000	214.0000	214.0000	214.0000		-93.0000		-887.0000	0.0000	-699.0000	266.0000	0.0000				214.0000	-319.0000				-75.0000	-0.2700	234.0000	434.0000	-0.2700	0.0000	3.5000	3.7100	1.6400	56.4500		209.0000		0.0000	0.0000									0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000		4.0000	0.0100	0.0100	4.0000	0.0000	0.0000	0.0000	0.0000	-388.0000	3227.0000	4.0000	0.0100	0.0100	4.0000	3227.0000						0.0000	-0.0200	-0.0200	-0.0200	-0.0200	-11.6500	-11.6500	0.5400	0.5600	394.0000	394.0000	398.0000	1.0000	-8.0000			7.0000	43.0000	43.0000						5.0000	0.0000	0.0000	-11.0000			-5.0000	0.0000																									0.0000	0.0000	104.0000	0.0000	2793.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	694.0000	1142.0000	14	0000002488	A	USA	1859487800.0000	0.0000	0.0000	4933.6800	7.3200	10.2400	7.3000	1.0000	2485 Augustine Drive				95054	Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom.	Santa Clara	Advanced Micro Devices Inc			94-1692300		12	4530	453010	45	45301020	B	DE	USA	334413	408 749 4000			01	3674	235	940	C	CA	0	www.amd.com		
001161	20100930	2010	3	12	INDL	C	D	STD	AMD	007903107	ADVANCED MICRO DEVICES		DS		1.0000	1.0000			USD	USD	1.0000		2010Q3	2010Q3	Y		Q	7	53		3	20100925	20101105	20101014	20101014	0.0000	12.0000	95.0000	3212.0000	288.0000	1383.0000	0.0000	8.0000	0.0000	0.0000	0.0000	1062.0000	660.0000	680.0000				497.0000					4595.0000	64.0000						6540.0000		614.0000	1730.0000	620.0000	-118.0000	-1.0000	10.0000	0.0000	0.0000	0.0000	-113.0000	-4.0000	-113.0000	801.0000	708.7500	746.7500	713.0000	689.0000	0.0000	681.0000	713.0000	0.0100	0.0000	7.0000	0.0000							0.0000	-118.0000	212.0000	2185.0000	0.0000		1357.0000	94.0000		151.0000	0.0000	-24.0000	-0.0300	-0.0300	-24.0000		0.0000	1.6200	1.6200	-0.1700	-0.1700	1.8100	-0.1700	-0.1700	1.8100	0.0000	0.0000	0.0000	0.0000																										323.0000		227.5000	-2.6000	0.3000	0.0000	0.3200	0.0000	-4.0000						1277.0000	-118.0000	-118.0000	-118.0000	-118.0000	2799.0000		48.0000	371.0000	196.0000	0.0000	29.0000	622.0000	397.0000			1.0000	1110.0000	773.0000	1665.0000	2316.0000	0.0000	0.0000	131.0000	131.0000	0.0000	4595.0000	3981.0000	3981.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.0000				-118.0000	-165.0000							-0.5000	-0.3100	-0.1400	128.0000	222.0000	-0.1400	0.0000	2.7500	3.7100	1.0100	57.7900	-117.0000		0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	2080.0000	723.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	-1.0000	0.0000	765.0000	765.0000		-5831.0000		-5843.0000	1618.0000		4.0000	0.0000	0.0100	0.0000	0.0100	0.0000	0.0000			1618.0000	0.0000	614.0000	1128.0000		1.6000		1.6000			-82.5000	-0.1200	-0.1600	-0.1600	-0.1200	-0.1200	-0.1600	-0.1600	-82.5000	-0.1200	-115.4000	-115.4000	0.0000	0.0000	0.0000	0.0000	-24.0000		22.0000	22.0000	614.0000	1623.0000		0.0000			8.0000	102.0000						0.0000		1.0000	0.0000																														1547.0000						0.0000	56.0000	0.0000	1396.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	359.0000	595.0000	0.0000				-42.0000			0.0000							110.0000		-1037.0000	96.0000	-142.0000	9.0000	0.0000	0.0000	0.0000	-9.0000	-46.0000	-46.0000	2452.0000	732.0000	710.0000	0.0000			0.0000	96.0000		1223.0000	1058.0000	0.0000	294.0000		294.0000	-24.0000	-0.0300	-0.0300	-24.0000	0.0000	0.0000	0.1300	0.1300	0.1300	0.1300	489.0000		0.0000			8.0000	182.0000				-222.0000	-222.0000												219.0500	0.3000	0.3100	337.0000						96.0000	96.0000	96.0000	96.0000	96.0000		-134.0000		-881.0000	0.0000	-1020.0000	-30.0000	0.0000				96.0000	-484.0000				-199.0000	-0.4000	362.0000	656.0000	-0.4000	0.0000	3.2800	3.7100	1.4300	56.8900		92.0000		0.0000	0.0000									0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000		4.0000	0.0100	0.0100	4.0000	0.0000	0.0000	0.0000	0.0000	-673.0000	4845.0000	4.0000	0.0100	0.0100	4.0000	4845.0000						0.0000	-0.1700	-0.1700	-0.1800	-0.1800	-127.0500	-127.0500	0.5400	0.5500	394.0000	394.0000	374.0000	1.0000	-8.0000			9.0000	65.0000	65.0000						3.0000	0.0000	0.0000	-2.0000			-4.0000	0.0000																									0.0000	0.0000	160.0000	0.0000	4189.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1053.0000	1737.0000	14	0000002488	A	USA	2020395720.0000	0.0000	0.0000	4841.9100	7.1100	8.2500	5.5300	1.0000	2485 Augustine Drive				95054	Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom.	Santa Clara	Advanced Micro Devices Inc			94-1692300		12	4530	453010	45	45301020	B	DE	USA	334413	408 749 4000			01	3674	235	940	C	CA	0	www.amd.com		
001161	20101231	2010	4	12	INDL	C	D	STD	AMD	007903107	ADVANCED MICRO DEVICES		DS		1.0000	1.0000			USD	USD	1.0000		2010Q4	2010Q4	Y		Q	7	5		3	20101225	20110221	20110120	20110120	0.0000	1.0000	205.0000	3594.0000	309.0000	1370.0000	0.0000	3.0000	0.0000	0.0000	0.0000	1169.0000	670.0000	581.0000				443.0000					4964.0000	57.0000						6575.0000		1013.0000	1789.0000	606.0000	375.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	364.0000	-7.0000	364.0000	828.0000	711.0000	733.0000	758.0000	691.0000	0.0000	683.0000	717.0000	0.0100	0.0000	7.0000	0.0000							0.0000	375.0000	233.0000	2188.0000	0.0000		1379.0000	89.0000		143.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000	0.6400	0.6400	0.5000	0.5000	0.6600	0.5200	0.5200	0.6600	0.0000	0.0000	0.0000	0.0000																										323.0000		222.3000	3.2500	0.2900	0.0000	0.3100	0.0000	5.0000						471.0000	375.0000	375.0000	375.0000	375.0000	3201.0000		37.0000	360.0000	163.0000	0.0000	28.0000	632.0000	441.0000			1.0000	1183.0000	860.0000	1674.0000	2277.0000	0.0000	3.0000	89.0000	89.0000	0.0000	4964.0000	3951.0000	3951.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0000				375.0000	43.0000							-0.2100	-0.2100	0.1700	130.0000	219.0000	0.1900	0.0000	3.2000	3.7100	1.3400	55.9700	417.0000		0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000									0.0000	2079.0000	700.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0000	-1.0000	0.0000	968.0000	968.0000		-5467.0000		-5468.0000	1649.0000		4.0000	0.0000	0.0100	0.0000	0.0100	0.0000	0.0000			1649.0000	0.0000	1013.0000	236.0000	236.0000	0.3300	0.3300	0.3300	0.3300	283.0000	8.7000	0.0000	0.1800	0.1800	0.0100	0.0100	0.1900	0.1900	8.7000	0.0000	135.7500	135.7500	0.0000	0.0000	0.0000	0.0000	283.0000		22.0000	22.0000	1013.0000	1669.0000		3.0000			8.0000	102.0000					-5.0000	0.0000	0.0000	42.0000	0.0000																														1920.0000						0.0000	39.0000	0.0000	1430.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	352.0000	602.0000	0.0000				-215.0000			0.0000							148.0000		-1051.0000	471.0000	-142.0000	5.0000	0.0000	0.0000	0.0000	-16.0000	318.0000	318.0000	3280.0000	733.0000	711.0000	0.0000			0.0000	471.0000		1520.0000	1074.0000	0.0000	383.0000		383.0000	-24.0000	-0.0300	-0.0300	-24.0000	0.0000	0.0000	0.6400	0.6400	0.6600	0.6600	462.0000		0.0000	-14.0000		23.0000	484.0000				-211.0000	-211.0000												222.3000	0.3000	0.3100	342.0000						471.0000	471.0000	471.0000	471.0000	471.0000	164.0000	-144.0000		-885.0000	0.0000	-1123.0000	-91.0000	0.0000				471.0000	-441.0000				-412.0000	-0.2100	492.0000	875.0000	-0.2100	0.0000	3.2000	3.7100	1.3400	55.9700		509.0000		0.0000	0.0000									0.0000	0.0000	0.0000									0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.0000		4.0000	0.0100	0.0100	4.0000	0.0000	0.0000	0.0000	0.0000	-1138.0000	6494.0000	4.0000	0.0100	0.0100	4.0000	6494.0000		236.0000	0.3300	0.3300	283.0000	0.0000	0.0100	0.0100	0.0100	0.0100	8.7000	8.7000	0.5400	0.5500	394.0000	394.0000	657.0000	1.0000	-17.0000			15.0000	87.0000	87.0000						2.0000	0.0000	0.0000	-5.0000	-5.0000	12.0000	38.0000	0.0000																									0.0000	0.0000	199.0000	0.0000	5619.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1405.0000	2339.0000	14	0000002488	A	USA	1376271732.0000	0.0000	0.0000	5586.9400	8.1800	8.4300	6.7700	1.0000	2485 Augustine Drive				95054	Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom.	Santa Clara	Advanced Micro Devices Inc			94-1692300		12	4530	453010	45	45301020	B	DE	USA	334413	408 749 4000			01	3674	235	940	C	CA	0	www.amd.com		
